Sample Name,CT
6mo_726,24.26185226
6mo_616,23.31241035
6mo_616,22.98870277
6mo_616,22.84722519
6mo_627,25.68171692
6mo_627,25.85348129
6mo_627,25.57561111
6mo_715,22.26877594
6mo_715,22.42703247
6mo_715,22.33414459
6mo_728,21.09163475
6mo_728,20.7658596
6mo_728,21.18522644
6mo_617,Undetermined
6mo_617,37.29205322
6mo_617,40.14333344
6mo_628,17.38137627
6mo_628,17.47210884
6mo_628,17.23888779
6mo_716,25.8119812
6mo_716,25.90174103
6mo_716,25.82067871
6mo_801,23.10408211
6mo_801,23.06819725
6mo_801,23.67119408
6mo_618,24.71530724
6mo_618,24.34613228
6mo_618,24.24752808
6mo_630,23.90365791
6mo_630,23.90398788
6mo_630,23.81653023
6mo_717,19.85580826
6mo_717,19.95803261
6mo_717,19.81587601
6mo_802,17.77921677
6mo_802,17.84108543
6mo_802,18.54057693
6mo_620,23.56645393
6mo_620,22.95062637
6mo_620,22.95978546
6mo_701,20.86379242
6mo_701,21.33506393
6mo_701,20.99303627
6mo_719,20.56365776
6mo_719,20.64638901
6mo_719,20.53121567
6mo_621,24.3850975
6mo_621,23.29988098
6mo_621,23.12220192
6mo_706,21.14513969
6mo_706,20.92001534
6mo_706,20.94075584
6mo_721,24.43908119
6mo_721,24.53086662
6mo_721,24.33811951
6mo_808,26.78983879
6mo_808,25.49503517
6mo_808,25.71311188
6mo_821,38.31752014
6mo_821,38.04916382
6mo_821,Undetermined
6mo_902,25.82460022
6mo_902,26.28719521
6mo_902,25.91525459
6mo_923,27.89514542
6mo_923,28.01571655
6mo_923,29.20347214
6mo_810,39.83455658
6mo_810,38.437397
6mo_810,Undetermined
6mo_822,25.17768288
6mo_822,24.90403366
6mo_822,24.94068909
6mo_906,20.76307106
6mo_906,20.85572243
6mo_906,20.87548256
6mo_929,Undetermined
6mo_929,Undetermined
6mo_929,Undetermined
6mo_811,19.94809914
6mo_811,18.95441437
6mo_811,19.22113037
6mo_824,22.17709732
6mo_824,21.9830761
6mo_824,21.92541313
6mo_907,19.78880692
6mo_907,19.83298492
6mo_907,19.76239777
6mo_930,41.4120636
6mo_930,35.87207413
6mo_930,35.06624603
6mo_813,24.66534233
6mo_813,23.87554741
6mo_813,23.96102715
6mo_825,Undetermined
6mo_825,Undetermined
6mo_825,37.5165596
6mo_911,17.53908539
6mo_911,17.7243557
6mo_911,17.70228577
6mo_1001,18.85363197
6mo_1001,18.74718857
6mo_1001,19.59255028
6mo_814,21.54970169
6mo_814,20.74876595
6mo_814,20.87337685
6mo_826,24.35917091
6mo_826,24.22624969
6mo_826,24.07569313
6mo_916,33.00374222
6mo_916,33.33291245
6mo_916,33.60483551
6mo_1005,22.66553307
6mo_1005,22.64348602
6mo_1005,23.31516457
6mo_815,20.22587204
6mo_815,19.32695961
6mo_815,19.55734253
6mo_827,22.84028244
6mo_827,22.73422241
6mo_827,22.67978477
6mo_917,Undetermined
6mo_917,38.20763016
6mo_917,42.05260468
6mo_1007,Undetermined
6mo_1007,Undetermined
6mo_1007,39.72216034
6mo_817,20.99435616
6mo_817,20.09496307
6mo_817,20.2862072
6mo_830,27.70208549
6mo_830,27.70746231
6mo_830,27.76774979
6mo_921,37.90638351
6mo_921,41.43596649
6mo_921,37.13048935
6mo_820,25.16410065
6mo_820,23.53409767
6mo_820,23.68081093
6mo_901,19.34296989
6mo_901,19.28665924
6mo_901,19.19083214
6mo_922,27.32022095
6mo_922,27.57806778
6mo_922,27.27265167
6mo_1008,25.93267059
6mo_1008,22.96455765
6mo_1008,23.12826347
6mo_1023,22.81638145
6mo_1023,22.49804878
6mo_1023,22.38394356
6mo_1104,19.56620979
6mo_1104,19.66281509
6mo_1104,19.66789627
6mo_1124,34.68967438
6mo_1124,35.78379822
6mo_1124,Undetermined
6mo_1011,35.55375671
6mo_1011,37.40642929
6mo_1011,Undetermined
6mo_1025,19.58231354
6mo_1025,19.3477993
6mo_1025,19.36646271
6mo_1106,21.81184387
6mo_1106,22.0966835
6mo_1106,22.57653809
6mo_1126,23.57849312
6mo_1126,23.95396996
6mo_1126,24.74028778
6mo_1012,26.88829422
6mo_1012,22.87284851
6mo_1012,23.21712112
6mo_1027,36.80887985
6mo_1027,36.40480042
6mo_1027,42.04523087
6mo_1107,29.48031998
6mo_1107,29.45020485
6mo_1107,29.24606514
6mo_1129,36.54442978
6mo_1129,39.3743515
6mo_1129,36.4328537
6mo_1013,27.60106659
6mo_1013,25.26161766
6mo_1013,25.32983398
6mo_1028,Undetermined
6mo_1028,35.1985321
6mo_1028,36.20755005
6mo_1111,21.00407028
6mo_1111,20.82638741
6mo_1111,20.63231277
6mo_1131,24.11492729
6mo_1131,24.49757195
6mo_1131,25.37355614
6mo_1014,24.7968483
6mo_1014,21.40019608
6mo_1014,21.49754906
6mo_1030,20.63217163
6mo_1030,20.35865974
6mo_1030,20.39296532
6mo_1115,21.01981163
6mo_1115,21.02613831
6mo_1115,20.88741493
6mo_1201,38.48283386
6mo_1201,Undetermined
6mo_1201,35.91442108
6mo_1017,21.564188
6mo_1017,18.19392395
6mo_1017,18.03722763
6mo_1048,24.3552227
6mo_1048,24.61766243
6mo_1048,24.52777481
6mo_1116,32.43314743
6mo_1116,32.81840134
6mo_1116,38.64436722
6mo_1202,17.70905304
6mo_1202,18.4495697
6mo_1202,19.78891373
6mo_1018,27.00774574
6mo_1018,24.15625381
6mo_1018,24.23720169
6mo_1050,20.86746597
6mo_1050,20.94808388
6mo_1050,21.17694855
6mo_1121,17.61334991
6mo_1121,17.92654991
6mo_1121,17.75918579
6mo_1020,21.69459534
6mo_1020,18.97360802
6mo_1020,18.74908066
6mo_1101,18.88098335
6mo_1101,18.75897789
6mo_1101,18.64138412
6mo_1123,25.19918442
6mo_1123,25.4744072
6mo_1123,25.04878807
6mo_1203,38.22212982
6mo_1203,39.12379456
6mo_1203,37.56462479
6mo_1225,Undetermined
6mo_1225,37.72369766
6mo_1225,38.67614746
6mo_1310,23.42957878
6mo_1310,23.52834129
6mo_1310,23.45091057
6mo_1321,Undetermined
6mo_1321,Undetermined
6mo_1321,39.19822693
6mo_1207,26.94046593
6mo_1207,26.58382607
6mo_1207,26.67680931
6mo_1227,26.1146965
6mo_1227,26.58359718
6mo_1227,26.67116547
6mo_1312,23.79866791
6mo_1312,23.96955299
6mo_1312,24.00584984
6mo_1324,Undetermined
6mo_1324,Undetermined
6mo_1324,Undetermined
6mo_1213,26.0028019
6mo_1213,25.96131134
6mo_1213,25.67803192
6mo_1228,25.75325775
6mo_1228,25.8596611
6mo_1228,25.85771751
6mo_1314,23.99191093
6mo_1314,23.95806885
6mo_1314,24.03261375
6mo_1326,22.7627964
6mo_1326,22.66845703
6mo_1326,22.94754982
6mo_1214,17.71286774
6mo_1214,17.57015419
6mo_1214,17.31159019
6mo_1233,19.25908661
6mo_1233,19.50228119
6mo_1233,19.51938057
6mo_1316,37.27384567
6mo_1316,Undetermined
6mo_1316,37.87506866
6mo_1327,22.8969574
6mo_1327,22.89657593
6mo_1327,23.25354958
6mo_1216,Undetermined
6mo_1216,40.0868721
6mo_1216,Undetermined
6mo_1235,Undetermined
6mo_1235,Undetermined
6mo_1235,40.88083649
6mo_1317,19.97049522
6mo_1317,19.88285255
6mo_1317,20.07232475
6mo_1328,20.38120842
6mo_1328,20.28333473
6mo_1328,20.78468132
6mo_1217,39.56642532
6mo_1217,Undetermined
6mo_1217,Undetermined
6mo_1303,21.70880127
6mo_1303,21.94373512
6mo_1303,21.87888718
6mo_1318,37.29026794
6mo_1318,36.13827133
6mo_1318,35.87107468
6mo_1331,22.60850906
6mo_1331,22.55683517
6mo_1331,22.98128319
6mo_1222,Undetermined
6mo_1222,Undetermined
6mo_1222,Undetermined
6mo_1304,Undetermined
6mo_1304,42.0219574
6mo_1304,36.52498245
6mo_1319,37.81005096
6mo_1319,Undetermined
6mo_1319,37.85203934
6mo_1224,19.43452454
6mo_1224,18.67866898
6mo_1224,18.69026184
6mo_1309,36.25576782
6mo_1309,38.61967087
6mo_1309,Undetermined
6mo_1320,38.70058823
6mo_1320,Undetermined
6mo_1320,Undetermined
6mo_1332,27.30625343
6mo_1332,25.64395332
6mo_1332,25.22572899
6mo_1340,24.17818832
6mo_1340,23.8840313
6mo_1340,23.42015266
6mo_1407,38.46854782
6mo_1407,Undetermined
6mo_1407,Undetermined
6mo_1408,20.70956802
6mo_1408,20.2379055
6mo_1408,19.88697433
6mo_1410,22.53598595
6mo_1410,21.80018997
6mo_1410,21.55847359
6mo_1423,Undetermined
6mo_1423,Undetermined
6mo_1423,Undetermined
6mo_1425,25.76529884
6mo_1425,24.92673302
6mo_1425,24.67352104
6mo_1429,19.7088604
6mo_1429,19.43055725
6mo_1429,19.50929832
3wk_1047,25.29332352
3wk_1047,25.39178085
3wk_1047,25.42822266
3wk_1115,39.45033646
3wk_1115,35.8893013
3wk_1115,39.19803619
3wk_1304,36.3979454
3wk_1304,Undetermined
3wk_1304,Undetermined
3wk_923,38.10351563
3wk_923,Undetermined
3wk_923,Undetermined
preT_1025,17.20689964
preT_1025,17.20507622
preT_1025,17.40954208
preT_1422,43.43041992
preT_1422,Undetermined
preT_1422,Undetermined
preT_705,21.60279465
preT_705,21.50938988
preT_705,21.52734756
preT_902,26.55903435
preT_902,26.65956879
preT_902,26.47408676
preT_921,18.97244263
preT_921,19.47466087
preT_921,19.14418221
6mo_1201,Undetermined
6mo_1201,Undetermined
6mo_1201,Undetermined
6mo_1202,20.82328415
6mo_1202,20.99935341
6mo_1202,20.80268097
6mo_710,Undetermined
6mo_710,Undetermined
6mo_710,Undetermined
6mo_725,18.83866692
6mo_725,18.48156929
6mo_725,18.60242653
